"MSOA","Sex","Age","Ethnicity","Persons"
"E02000889","M","8-9","CHI",1
"E02000889","M","8-9","BLA",3
"E02000889","M","10-14","WBI",10
"E02000889","M","10-14","WHO",5
"E02000889","M","10-14","MIX",10
"E02000889","M","10-14","IND",3
"E02000889","M","10-14","BAN",95
"E02000889","M","10-14","OAS",2
"E02000889","M","10-14","BLA",4
"E02000889","M","10-14","BLC",2
"E02000889","M","10-14","OBL",1
"E02000889","M","10-14","OTH",1
"E02000889","M","15","WBI",2
"E02000889","M","15","WHO",1
"E02000889","M","15","MIX",1
"E02000889","M","15","BAN",17
"E02000889","M","15","CHI",1
"E02000889","M","15","OAS",1
"E02000889","M","15","BLA",1
"E02000889","M","16-17","WBI",8
"E02000889","M","16-17","MIX",2
"E02000889","M","16-17","BAN",40
"E02000889","M","16-17","BLA",1
"E02000889","M","16-17","OBL",1
"E02000889","M","16-17","OTH",1
"E02000889","M","18-19","WBI",12
"E02000889","M","18-19","WHO",4
"E02000889","M","18-19","MIX",3
"E02000889","M","18-19","IND",2
"E02000889","M","18-19","PAK",1
"E02000889","M","18-19","BAN",34
"E02000889","M","18-19","CHI",1
"E02000889","M","18-19","OAS",1
"E02000889","M","18-19","BLA",3
"E02000889","M","18-19","OBL",2
"E02000889","M","18-19","OTH",1
"E02000889","M","20-24","WBI",135
"E02000889","M","20-24","WHO",72
"E02000889","M","20-24","MIX",7
"E02000889","M","20-24","IND",11
"E02000889","M","20-24","PAK",2
"E02000889","M","20-24","BAN",93
"E02000889","M","20-24","CHI",9
"E02000889","M","20-24","OAS",6
"E02000889","M","20-24","BLA",5
"E02000889","M","20-24","BLC",5
"E02000889","M","20-24","OTH",7
"E02000889","M","25-29","WBI",222
"E02000889","M","25-29","WHO",145
"E02000889","M","25-29","MIX",32
"E02000889","M","25-29","IND",35
"E02000889","M","25-29","PAK",5
"E02000889","M","25-29","BAN",101
"E02000889","M","25-29","CHI",16
"E02000889","M","25-29","OAS",7
"E02000889","M","25-29","BLA",15
"E02000889","M","25-29","BLC",2
"E02000889","M","25-29","OBL",1
"E02000889","M","25-29","OTH",12
"E02000889","M","30-34","WBI",185
"E02000889","M","30-34","WHO",120
"E02000889","M","30-34","MIX",20
"E02000889","M","30-34","IND",23
"E02000889","M","30-34","PAK",2
"E02000889","M","30-34","BAN",135
"E02000889","M","30-34","CHI",16
"E02000889","M","30-34","OAS",9
"E02000889","M","30-34","BLA",9
"E02000889","M","30-34","BLC",4
"E02000889","M","30-34","OBL",1
"E02000889","M","30-34","OTH",14
"E02000889","M","35-39","WBI",134
"E02000889","M","35-39","WHO",88
"E02000889","M","35-39","MIX",10
"E02000889","M","35-39","IND",9
"E02000889","M","35-39","PAK",4
"E02000889","M","35-39","BAN",92
"E02000889","M","35-39","CHI",19
"E02000889","M","35-39","OAS",8
"E02000889","M","35-39","BLA",16
"E02000889","M","35-39","BLC",4
"E02000889","M","35-39","OBL",5
"E02000889","M","35-39","OTH",9
"E02000889","M","40-44","WBI",131
"E02000889","M","40-44","WHO",44
"E02000889","M","40-44","MIX",4
"E02000889","M","40-44","IND",7
"E02000889","M","40-44","PAK",5
"E02000889","M","40-44","BAN",66
"E02000889","M","40-44","CHI",4
"E02000889","M","40-44","OAS",5
"E02000889","M","40-44","BLA",6
"E02000889","M","40-44","BLC",10
"E02000889","M","40-44","OBL",6
"E02000889","M","40-44","OTH",6
"E02000889","M","45-49","WBI",98
"E02000889","M","45-49","WHO",23
"E02000889","M","45-49","MIX",7
"E02000889","M","45-49","IND",4
"E02000889","M","45-49","PAK",1
"E02000889","M","45-49","BAN",42
"E02000889","M","45-49","CHI",1
"E02000889","M","45-49","BLA",3
"E02000889","M","45-49","BLC",2
"E02000889","M","45-49","OBL",1
"E02000889","M","45-49","OTH",2
"E02000889","M","50-54","WBI",107
"E02000889","M","50-54","WHO",11
"E02000889","M","50-54","MIX",6
"E02000889","M","50-54","IND",2
"E02000889","M","50-54","BAN",31
"E02000889","M","50-54","CHI",1
"E02000889","M","50-54","BLA",6
"E02000889","M","50-54","BLC",6
"E02000889","M","50-54","OBL",1
"E02000889","M","50-54","OTH",4
"E02000889","M","55-59","WBI",94
"E02000889","M","55-59","WHO",6
"E02000889","M","55-59","MIX",3
"E02000889","M","55-59","IND",4
"E02000889","M","55-59","BAN",23
"E02000889","M","55-59","CHI",2
"E02000889","M","55-59","OAS",3
"E02000889","M","55-59","BLA",3
"E02000889","M","55-59","BLC",3
"E02000889","M","60-64","WBI",59
"E02000889","M","60-64","WHO",8
"E02000889","M","60-64","IND",1
"E02000889","M","60-64","BAN",3
"E02000889","M","60-64","CHI",2
"E02000889","M","60-64","BLA",3
"E02000889","M","60-64","OTH",1
"E02000889","M","65-69","WBI",49
"E02000889","M","65-69","WHO",10
"E02000889","M","65-69","MIX",1
"E02000889","M","65-69","PAK",2
"E02000889","M","65-69","BAN",2
"E02000889","M","65-69","OAS",2
"E02000889","M","65-69","BLA",2
"E02000889","M","70-74","WBI",26
"E02000889","M","70-74","WHO",2
"E02000889","M","70-74","MIX",2
"E02000889","M","70-74","BAN",13
"E02000889","M","70-74","BLA",1
"E02000889","M","70-74","BLC",3
"E02000889","M","70-74","OTH",2
"E02000889","M","75-79","WBI",19
"E02000889","M","75-79","WHO",2
"E02000889","M","75-79","IND",1
"E02000889","M","75-79","PAK",1
"E02000889","M","75-79","BAN",7
"E02000889","M","80-84","WBI",20
"E02000889","M","80-84","MIX",1
"E02000889","M","80-84","IND",2
"E02000889","M","80-84","BAN",4
"E02000889","M","80-84","OAS",1
"E02000889","M","80-84","BLA",1
"E02000889","M","85+","WBI",4
"E02000889","M","85+","WHO",2
"E02000889","M","85+","MIX",1
"E02000889","M","85+","BLC",1
"E02000889","F","0-4","WBI",35
"E02000889","F","0-4","WHO",11
"E02000889","F","0-4","MIX",28
"E02000889","F","0-4","IND",5
"E02000889","F","0-4","PAK",3
"E02000889","F","0-4","BAN",154
"E02000889","F","0-4","CHI",1
"E02000889","F","0-4","OAS",7
"E02000889","F","0-4","BLA",6
"E02000889","F","0-4","BLC",1
"E02000889","F","0-4","OBL",3
"E02000889","F","0-4","OTH",5
"E02000889","F","5-7","WBI",8
"E02000889","F","5-7","WHO",1
"E02000889","F","5-7","MIX",4
"E02000889","F","5-7","IND",2
"E02000889","F","5-7","PAK",1
"E02000889","F","5-7","BAN",77
"E02000889","F","5-7","OAS",5
"E02000889","F","5-7","BLA",5
"E02000889","F","5-7","OTH",3
"E02000889","F","8-9","WBI",3
"E02000889","F","8-9","WHO",2
"E02000889","F","8-9","MIX",6
"E02000889","F","8-9","IND",1
"E02000889","F","8-9","BAN",34
"E02000889","F","8-9","BLA",3
"E02000889","F","10-14","WBI",14
"E02000889","F","10-14","WHO",5
"E02000889","F","10-14","MIX",3
"E02000889","F","10-14","IND",1
"E02000889","F","10-14","PAK",1
"E02000889","F","10-14","BAN",98
"E02000889","F","10-14","CHI",1
"E02000889","F","10-14","OAS",1
"E02000889","F","10-14","BLA",3
"E02000889","F","10-14","OTH",3
"E02000889","F","15","WBI",1
"E02000889","F","15","MIX",3
"E02000889","F","15","BAN",17
"E02000889","F","15","BLA",1
"E02000889","F","16-17","WBI",3
"E02000889","F","16-17","WHO",1
"E02000889","F","16-17","MIX",2
"E02000889","F","16-17","IND",2
"E02000889","F","16-17","BAN",23
"E02000889","F","16-17","BLA",1
"E02000889","F","16-17","BLC",1
"E02000889","F","16-17","OBL",1
"E02000889","F","18-19","WBI",10
"E02000889","F","18-19","WHO",6
"E02000889","F","18-19","MIX",5
"E02000889","F","18-19","BAN",24
"E02000889","F","18-19","OAS",1
"E02000889","F","20-24","WBI",114
"E02000889","F","20-24","WHO",46
"E02000889","F","20-24","MIX",24
"E02000889","F","20-24","IND",4
"E02000889","F","20-24","BAN",91
"E02000889","F","20-24","CHI",5
"E02000889","F","20-24","OAS",12
"E02000889","F","20-24","BLA",5
"E02000889","F","20-24","BLC",1
"E02000889","F","20-24","OBL",2
"E02000889","F","20-24","OTH",6
"E02000889","F","25-29","WBI",165
"E02000889","F","25-29","WHO",121
"E02000889","F","25-29","MIX",16
"E02000889","F","25-29","IND",25
"E02000889","F","25-29","PAK",4
"E02000889","F","25-29","BAN",126
"E02000889","F","25-29","CHI",24
"E02000889","F","25-29","OAS",21
"E02000889","F","25-29","BLA",11
"E02000889","F","25-29","BLC",2
"E02000889","F","25-29","OBL",4
"E02000889","F","25-29","OTH",19
"E02000889","F","30-34","WBI",117
"E02000889","F","30-34","WHO",112
"E02000889","F","30-34","MIX",17
"E02000889","F","30-34","IND",16
"E02000889","F","30-34","PAK",6
"E02000889","F","30-34","BAN",100
"E02000889","F","30-34","CHI",28
"E02000889","F","30-34","OAS",16
"E02000889","F","30-34","BLA",7
"E02000889","F","30-34","BLC",1
"E02000889","F","30-34","OBL",3
"E02000889","F","30-34","OTH",8
"E02000889","F","35-39","WBI",64
"E02000889","F","35-39","WHO",54
"E02000889","F","35-39","MIX",9
"E02000889","F","35-39","IND",9
"E02000889","F","35-39","PAK",1
"E02000889","F","35-39","BAN",77
"E02000889","F","35-39","CHI",8
"E02000889","F","35-39","OAS",11
"E02000889","F","35-39","BLA",8
"E02000889","F","35-39","BLC",4
"E02000889","F","35-39","OBL",2
"E02000889","F","35-39","OTH",6
"E02000889","F","40-44","WBI",62
"E02000889","F","40-44","WHO",32
"E02000889","F","40-44","MIX",3
"E02000889","F","40-44","IND",4
"E02000889","F","40-44","BAN",45
"E02000889","F","40-44","CHI",3
"E02000889","F","40-44","OAS",11
"E02000889","F","40-44","BLA",5
"E02000889","F","40-44","BLC",1
"E02000889","F","40-44","OTH",2
"E02000889","F","45-49","WBI",70
"E02000889","F","45-49","WHO",15
"E02000889","F","45-49","MIX",6
"E02000889","F","45-49","IND",7
"E02000889","F","45-49","PAK",1
"E02000889","F","45-49","BAN",24
"E02000889","F","45-49","CHI",3
"E02000889","F","45-49","OAS",1
"E02000889","F","45-49","BLA",5
"E02000889","F","45-49","BLC",3
"E02000889","F","45-49","OBL",3
"E02000889","F","45-49","OTH",2
"E02000889","F","50-54","WBI",68
"E02000889","F","50-54","WHO",11
"E02000889","F","50-54","MIX",5
"E02000889","F","50-54","IND",2
"E02000889","F","50-54","BAN",30
"E02000889","F","50-54","CHI",3
"E02000889","F","50-54","OAS",4
"E02000889","F","50-54","BLA",3
"E02000889","F","50-54","BLC",3
"E02000889","F","55-59","WBI",71
"E02000889","F","55-59","WHO",12
"E02000889","F","55-59","MIX",2
"E02000889","F","55-59","IND",2
"E02000889","F","55-59","BAN",29
"E02000889","F","55-59","CHI",4
"E02000889","F","55-59","OAS",4
"E02000889","F","55-59","BLA",1
"E02000889","F","55-59","BLC",2
"E02000889","F","55-59","OBL",2
"E02000889","F","55-59","OTH",1
"E02000889","F","60-64","WBI",48
"E02000889","F","60-64","WHO",12
"E02000889","F","60-64","MIX",2
"E02000889","F","60-64","IND",1
"E02000889","F","60-64","BAN",18
"E02000889","F","60-64","CHI",3
"E02000889","F","60-64","OAS",2
"E02000889","F","60-64","BLA",5
"E02000889","F","60-64","BLC",2
"E02000889","F","60-64","OBL",1
"E02000889","F","60-64","OTH",1
"E02000889","F","65-69","WBI",25
"E02000889","F","65-69","WHO",8
"E02000889","F","65-69","BAN",9
"E02000889","F","65-69","OAS",2
"E02000889","F","65-69","BLC",2
"E02000889","F","65-69","OBL",1
"E02000889","F","65-69","OTH",1
"E02000889","F","70-74","WBI",19
"E02000889","F","70-74","WHO",2
"E02000889","F","70-74","PAK",2
"E02000889","F","70-74","BAN",18
"E02000889","F","70-74","OAS",1
"E02000889","F","70-74","BLA",1
"E02000889","F","70-74","OTH",1
"E02000889","F","75-79","WBI",22
"E02000889","F","75-79","WHO",5
"E02000889","F","75-79","BAN",3
"E02000889","F","75-79","BLC",3
"E02000889","F","75-79","OTH",1
"E02000889","F","80-84","WBI",15
"E02000889","F","80-84","WHO",4
"E02000889","F","80-84","MIX",1
"E02000889","F","80-84","IND",1
"E02000889","F","85+","WBI",19
"E02000889","F","85+","MIX",1
"E02000889","F","85+","BAN",2
"E02000890","M","0-4","WBI",53
"E02000890","M","0-4","WHO",39
"E02000890","M","0-4","MIX",26
"E02000890","M","0-4","IND",1
"E02000890","M","0-4","PAK",2
"E02000890","M","0-4","BAN",29
"E02000890","M","0-4","CHI",6
"E02000890","M","0-4","OAS",1
"E02000890","M","0-4","BLA",4
"E02000890","M","0-4","OTH",1
"E02000890","M","5-7","WBI",17
"E02000890","M","5-7","WHO",3
"E02000890","M","5-7","MIX",5
"E02000890","M","5-7","PAK",2
"E02000890","M","5-7","BAN",17
"E02000890","M","5-7","OAS",1
"E02000890","M","5-7","BLA",1
"E02000890","M","5-7","BLC",1
"E02000890","M","5-7","OTH",2
"E02000890","M","8-9","WBI",5
"E02000890","M","8-9","WHO",2
"E02000890","M","8-9","BAN",8
"E02000890","M","8-9","BLA",1
"E02000890","M","10-14","WBI",19
"E02000890","M","10-14","WHO",2
"E02000890","M","10-14","MIX",11
"E02000890","M","10-14","BAN",16
"E02000890","M","10-14","OAS",2
"E02000890","M","10-14","BLA",1
"E02000890","M","10-14","OTH",1
"E02000890","M","15","WBI",2
"E02000890","M","15","WHO",1
"E02000890","M","15","MIX",1
"E02000890","M","15","BAN",4
"E02000890","M","15","CHI",1
"E02000890","M","16-17","WBI",9
"E02000890","M","16-17","WHO",1
"E02000890","M","16-17","MIX",2
"E02000890","M","16-17","BAN",9
"E02000890","M","16-17","CHI",1
"E02000890","M","16-17","OAS",1
"E02000890","M","18-19","WBI",6
"E02000890","M","18-19","MIX",1
"E02000890","M","18-19","BAN",9
"E02000890","M","18-19","CHI",1
"E02000890","M","18-19","OTH",2
"E02000890","M","20-24","WBI",133
"E02000890","M","20-24","WHO",19
"E02000890","M","20-24","MIX",4
"E02000890","M","20-24","IND",6
"E02000890","M","20-24","PAK",2
"E02000890","M","20-24","BAN",30
"E02000890","M","20-24","CHI",5
"E02000890","M","20-24","OAS",3
"E02000890","M","20-24","BLA",4
"E02000890","M","20-24","BLC",1
"E02000890","M","20-24","OBL",1
"E02000890","M","20-24","OTH",8
"E02000890","M","25-29","WBI",249
"E02000890","M","25-29","WHO",131
"E02000890","M","25-29","MIX",20
"E02000890","M","25-29","IND",19
"E02000890","M","25-29","PAK",1
"E02000890","M","25-29","BAN",45
"E02000890","M","25-29","CHI",16
"E02000890","M","25-29","OAS",13
"E02000890","M","25-29","BLA",3
"E02000890","M","25-29","BLC",4
"E02000890","M","25-29","OBL",1
"E02000890","M","25-29","OTH",30
"E02000890","M","30-34","WBI",264
"E02000890","M","30-34","WHO",164
"E02000890","M","30-34","MIX",10
"E02000890","M","30-34","IND",23
"E02000890","M","30-34","PAK",1
"E02000890","M","30-34","BAN",26
"E02000890","M","30-34","CHI",12
"E02000890","M","30-34","OAS",9
"E02000890","M","30-34","BLA",1
"E02000890","M","30-34","OBL",1
"E02000890","M","30-34","OTH",11
"E02000890","M","35-39","WBI",192
"E02000890","M","35-39","WHO",115
"E02000890","M","35-39","MIX",4
"E02000890","M","35-39","IND",10
"E02000890","M","35-39","PAK",2
"E02000890","M","35-39","BAN",20
"E02000890","M","35-39","CHI",6
"E02000890","M","35-39","OAS",13
"E02000890","M","35-39","BLA",2
"E02000890","M","35-39","BLC",2
"E02000890","M","35-39","OBL",1
"E02000890","M","35-39","OTH",2
"E02000890","M","40-44","WBI",181
"E02000890","M","40-44","WHO",79
"E02000890","M","40-44","MIX",7
"E02000890","M","40-44","IND",5
"E02000890","M","40-44","PAK",1
"E02000890","M","40-44","BAN",13
"E02000890","M","40-44","CHI",6
"E02000890","M","40-44","OAS",2
"E02000890","M","40-44","BLA",3
"E02000890","M","40-44","BLC",1
"E02000890","M","40-44","OBL",2
"E02000890","M","40-44","OTH",5
"E02000890","M","45-49","WBI",162
"E02000890","M","45-49","WHO",33
"E02000890","M","45-49","MIX",4
"E02000890","M","45-49","IND",2
"E02000890","M","45-49","PAK",2
"E02000890","M","45-49","BAN",7
"E02000890","M","45-49","CHI",1
"E02000890","M","45-49","OAS",2
"E02000890","M","45-49","BLA",5
"E02000890","M","45-49","BLC",3
"E02000890","M","45-49","OTH",8
"E02000890","M","50-54","WBI",150
"E02000890","M","50-54","WHO",12
"E02000890","M","50-54","MIX",2
"E02000890","M","50-54","IND",5
"E02000890","M","50-54","PAK",1
"E02000890","M","50-54","BAN",12
"E02000890","M","50-54","CHI",1
"E02000890","M","50-54","BLC",3
"E02000890","M","50-54","OTH",2
"E02000890","M","55-59","WBI",122
"E02000890","M","55-59","WHO",17
"E02000890","M","55-59","MIX",3
"E02000890","M","55-59","BAN",5
"E02000890","M","55-59","BLC",2
"E02000890","M","55-59","OTH",3
"E02000890","M","60-64","WBI",107
"E02000890","M","60-64","WHO",13
"E02000890","M","60-64","BAN",1
"E02000890","M","60-64","CHI",1
"E02000890","M","60-64","OAS",1
"E02000890","M","65-69","WBI",65
"E02000890","M","65-69","WHO",3
"E02000890","M","65-69","MIX",1
"E02000890","M","65-69","BAN",2
"E02000890","M","65-69","BLC",1
"E02000890","M","70-74","WBI",32
"E02000890","M","70-74","WHO",2
"E02000890","M","70-74","IND",1
"E02000890","M","70-74","BAN",5
"E02000890","M","70-74","CHI",1
"E02000890","M","70-74","BLC",1
"E02000890","M","75-79","WBI",23
"E02000890","M","75-79","WHO",1
"E02000890","M","75-79","MIX",1
"E02000890","M","75-79","BAN",7
"E02000890","M","75-79","CHI",1
"E02000890","M","80-84","WBI",19
"E02000890","M","80-84","WHO",1
"E02000890","M","80-84","BAN",3
"E02000890","M","85+","WBI",11
"E02000890","M","85+","WHO",2
"E02000890","M","85+","BAN",1
"E02000890","M","85+","OAS",1
"E02000890","M","85+","BLC",1
"E02000890","F","0-4","WBI",67
"E02000890","F","0-4","WHO",28
"E02000890","F","0-4","MIX",21
"E02000890","F","0-4","IND",2
"E02000890","F","0-4","BAN",25
"E02000890","F","0-4","CHI",3
"E02000890","F","0-4","BLA",3
"E02000890","F","5-7","WBI",10
"E02000890","F","5-7","WHO",7
"E02000890","F","5-7","MIX",4
"E02000890","F","5-7","BAN",19
"E02000890","F","5-7","OAS",1
"E02000890","F","8-9","WBI",14
"E02000890","F","8-9","WHO",2
"E02000890","F","8-9","MIX",4
"E02000890","F","8-9","BAN",10
"E02000890","F","10-14","WBI",17
"E02000890","F","10-14","WHO",4
"E02000890","F","10-14","MIX",7
"E02000890","F","10-14","BAN",22
"E02000890","F","10-14","OAS",1
"E02000890","F","10-14","BLC",1
"E02000890","F","15","WBI",4
"E02000890","F","15","MIX",1
"E02000890","F","15","BAN",8
"E02000890","F","15","OAS",1
"E02000890","F","15","BLA",1
"E02000890","F","15","BLC",1
"E02000890","F","16-17","WBI",7
"E02000890","F","16-17","MIX",1
"E02000890","F","16-17","BAN",11
"E02000890","F","16-17","OAS",2
"E02000890","F","16-17","BLC",9
"E02000890","F","18-19","WBI",6
"E02000890","F","18-19","WHO",2
"E02000890","F","18-19","MIX",1
"E02000890","F","18-19","BAN",7
"E02000890","F","18-19","CHI",2
"E02000890","F","18-19","OAS",2
"E02000890","F","18-19","BLC",7
"E02000890","F","20-24","WBI",91
"E02000890","F","20-24","WHO",42
"E02000890","F","20-24","MIX",4
"E02000890","F","20-24","IND",7
"E02000890","F","20-24","PAK",2
"E02000890","F","20-24","BAN",31
"E02000890","F","20-24","CHI",11
"E02000890","F","20-24","OAS",2
"E02000890","F","20-24","BLA",2
"E02000890","F","20-24","OTH",5
"E02000890","F","25-29","WBI",196
"E02000890","F","25-29","WHO",159
"E02000890","F","25-29","MIX",15
"E02000890","F","25-29","IND",12
"E02000890","F","25-29","PAK",1
"E02000890","F","25-29","BAN",28
"E02000890","F","25-29","CHI",23
"E02000890","F","25-29","OAS",12
"E02000890","F","25-29","BLA",5
"E02000890","F","25-29","BLC",2
"E02000890","F","25-29","OBL",1
"E02000890","F","25-29","OTH",6
"E02000890","F","30-34","WBI",157
"E02000890","F","30-34","WHO",145
"E02000890","F","30-34","MIX",14
"E02000890","F","30-34","IND",19
"E02000890","F","30-34","PAK",2
"E02000890","F","30-34","BAN",29
"E02000890","F","30-34","CHI",28
"E02000890","F","30-34","OAS",12
"E02000890","F","30-34","BLA",4
"E02000890","F","30-34","BLC",2
"E02000890","F","30-34","OTH",10
"E02000890","F","35-39","WBI",120
"E02000890","F","35-39","WHO",115
"E02000890","F","35-39","MIX",7
"E02000890","F","35-39","IND",9
"E02000890","F","35-39","PAK",1
"E02000890","F","35-39","BAN",14
"E02000890","F","35-39","CHI",13
"E02000890","F","35-39","OAS",13
"E02000890","F","35-39","BLA",4
"E02000890","F","35-39","BLC",1
"E02000890","F","35-39","OBL",1
"E02000890","F","35-39","OTH",4
"E02000890","F","40-44","WBI",105
"E02000890","F","40-44","WHO",42
"E02000890","F","40-44","MIX",7
"E02000890","F","40-44","IND",4
"E02000890","F","40-44","BAN",13
"E02000890","F","40-44","CHI",6
"E02000890","F","40-44","OAS",3
"E02000890","F","40-44","BLA",2
"E02000890","F","40-44","BLC",3
"E02000890","F","40-44","OTH",3
"E02000890","F","45-49","WBI",100
"E02000890","F","45-49","WHO",26
"E02000890","F","45-49","MIX",1
"E02000890","F","45-49","IND",2
"E02000890","F","45-49","BAN",10
"E02000890","F","45-49","CHI",2
"E02000890","F","45-49","OAS",7
"E02000890","F","45-49","BLA",1
"E02000890","F","45-49","BLC",5
"E02000890","F","45-49","OTH",1
"E02000890","F","50-54","WBI",91
"E02000890","F","50-54","WHO",14
"E02000890","F","50-54","MIX",2
"E02000890","F","50-54","IND",1
"E02000890","F","50-54","BAN",5
"E02000890","F","50-54","CHI",1
"E02000890","F","50-54","OAS",4
"E02000890","F","50-54","BLA",2
"E02000890","F","50-54","BLC",5
"E02000890","F","50-54","OTH",3
"E02000890","F","55-59","WBI",81
"E02000890","F","55-59","WHO",13
"E02000890","F","55-59","MIX",2
"E02000890","F","55-59","BAN",10
"E02000890","F","55-59","CHI",5
"E02000890","F","55-59","BLC",1
"E02000890","F","55-59","OTH",3
"E02000890","F","60-64","WBI",81
"E02000890","F","60-64","WHO",16
"E02000890","F","60-64","IND",3
"E02000890","F","60-64","BAN",10
"E02000890","F","60-64","OAS",3
"E02000890","F","60-64","BLC",2
"E02000890","F","65-69","WBI",44
"E02000890","F","65-69","WHO",1
"E02000890","F","65-69","BAN",6
"E02000890","F","65-69","OAS",2
"E02000890","F","65-69","BLC",1
"E02000890","F","65-69","OBL",1
"E02000890","F","70-74","WBI",42
"E02000890","F","70-74","WHO",2
"E02000890","F","70-74","BAN",6
"E02000890","F","70-74","OAS",1
"E02000890","F","70-74","BLA",2
"E02000890","F","70-74","BLC",2
"E02000890","F","70-74","OBL",1
"E02000890","F","75-79","WBI",38
"E02000890","F","75-79","WHO",3
"E02000890","F","75-79","MIX",1
"E02000890","F","75-79","PAK",1
"E02000890","F","75-79","BAN",4
"E02000890","F","75-79","OAS",1
"E02000890","F","75-79","BLA",2
"E02000890","F","75-79","OBL",1
"E02000890","F","80-84","WBI",33
"E02000890","F","80-84","WHO",2
"E02000890","F","80-84","PAK",1
"E02000890","F","85+","WBI",16
"E02000890","F","85+","WHO",1
"E02000890","F","85+","BLC",1
"E02000891","M","0-4","WBI",86
"E02000891","M","0-4","WHO",33
"E02000891","M","0-4","MIX",77
"E02000891","M","0-4","IND",34
"E02000891","M","0-4","PAK",9
"E02000891","M","0-4","BAN",147
"E02000891","M","0-4","CHI",35
"E02000891","M","0-4","OAS",20
"E02000891","M","0-4","BLA",30
"E02000891","M","0-4","BLC",12
"E02000891","M","0-4","OBL",16
"E02000891","M","0-4","OTH",7
"E02000891","M","5-7","WBI",25
"E02000891","M","5-7","WHO",8
"E02000891","M","5-7","MIX",20
"E02000891","M","5-7","IND",4
"E02000891","M","5-7","PAK",3
"E02000891","M","5-7","BAN",75
"E02000891","M","5-7","CHI",4
"E02000891","M","5-7","OAS",1
"E02000891","M","5-7","BLA",15
"E02000891","M","5-7","BLC",7
"E02000891","M","5-7","OBL",7
"E02000891","M","5-7","OTH",9
"E02000891","M","8-9","WBI",15
"E02000891","M","8-9","WHO",4
"E02000891","M","8-9","MIX",12
"E02000891","M","8-9","IND",1
"E02000891","M","8-9","PAK",1
"E02000891","M","8-9","BAN",45
"E02000891","M","8-9","CHI",2
"E02000891","M","8-9","OAS",2
"E02000891","M","8-9","BLA",11
"E02000891","M","8-9","BLC",8
"E02000891","M","8-9","OBL",5
"E02000891","M","10-14","WBI",46
"E02000891","M","10-14","WHO",7
"E02000891","M","10-14","MIX",23
"E02000891","M","10-14","IND",2
"E02000891","M","10-14","PAK",2
"E02000891","M","10-14","BAN",121
"E02000891","M","10-14","CHI",2
"E02000891","M","10-14","OAS",7
"E02000891","M","10-14","BLA",25
"E02000891","M","10-14","BLC",12
"E02000891","M","10-14","OBL",4
"E02000891","M","10-14","OTH",6
"E02000891","M","15","WBI",7
"E02000891","M","15","WHO",1
"E02000891","M","15","MIX",2
"E02000891","M","15","PAK",1
"E02000891","M","15","BAN",17
"E02000891","M","15","CHI",2
"E02000891","M","15","OAS",2
"E02000891","M","15","BLA",5
"E02000891","M","15","OBL",1
"E02000891","M","16-17","WBI",13
"E02000891","M","16-17","WHO",2
"E02000891","M","16-17","MIX",4
"E02000891","M","16-17","PAK",3
"E02000891","M","16-17","BAN",36
"E02000891","M","16-17","CHI",2
"E02000891","M","16-17","OAS",4
"E02000891","M","16-17","BLA",5
"E02000891","M","16-17","BLC",3
"E02000891","M","16-17","OBL",3
"E02000891","M","16-17","OTH",3
"E02000891","M","18-19","WBI",20
"E02000891","M","18-19","WHO",9
"E02000891","M","18-19","MIX",6
"E02000891","M","18-19","IND",2
"E02000891","M","18-19","PAK",1
"E02000891","M","18-19","BAN",36
"E02000891","M","18-19","CHI",6
"E02000891","M","18-19","OAS",2
"E02000891","M","18-19","BLA",8
"E02000891","M","18-19","BLC",2
"E02000891","M","18-19","OBL",4
"E02000891","M","18-19","OTH",7
"E02000891","M","20-24","WBI",228
"E02000891","M","20-24","WHO",140
"E02000891","M","20-24","MIX",25
"E02000891","M","20-24","IND",34
"E02000891","M","20-24","PAK",10
"E02000891","M","20-24","BAN",121
"E02000891","M","20-24","CHI",108
"E02000891","M","20-24","OAS",21
"E02000891","M","20-24","BLA",27
"E02000891","M","20-24","BLC",12
"E02000891","M","20-24","OBL",6
"E02000891","M","20-24","OTH",17
"E02000891","M","25-29","WBI",411
"E02000891","M","25-29","WHO",289
"E02000891","M","25-29","MIX",48
"E02000891","M","25-29","IND",167
"E02000891","M","25-29","PAK",28
"E02000891","M","25-29","BAN",86
"E02000891","M","25-29","CHI",195
"E02000891","M","25-29","OAS",58
"E02000891","M","25-29","BLA",39
"E02000891","M","25-29","BLC",19
"E02000891","M","25-29","OBL",4
"E02000891","M","25-29","OTH",55
"E02000891","M","30-34","WBI",317
"E02000891","M","30-34","WHO",315
"E02000891","M","30-34","MIX",30
"E02000891","M","30-34","IND",184
"E02000891","M","30-34","PAK",17
"E02000891","M","30-34","BAN",135
"E02000891","M","30-34","CHI",111
"E02000891","M","30-34","OAS",27
"E02000891","M","30-34","BLA",31
"E02000891","M","30-34","BLC",5
"E02000891","M","30-34","OBL",17
"E02000891","M","30-34","OTH",63
"E02000891","M","35-39","WBI",228
"E02000891","M","35-39","WHO",177
"E02000891","M","35-39","MIX",21
"E02000891","M","35-39","IND",58
"E02000891","M","35-39","PAK",6
"E02000891","M","35-39","BAN",86
"E02000891","M","35-39","CHI",40
"E02000891","M","35-39","OAS",32
"E02000891","M","35-39","BLA",34
"E02000891","M","35-39","BLC",10
"E02000891","M","35-39","OBL",11
"E02000891","M","35-39","OTH",32
